Name,Summary,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Rating
Cowboy Bebop,"In the year 2071, the crew of the spaceship Bebop travel the solar system trying to apprehend bounties. In the slang of the era, ""Cowboys"" are bounty hunters. Most episodes revolve around a specific bounty, but the show often shares its focus with the pasts of one of each of the four main characters and of more general past events, which are revealed and brought together as the series progresses. (The show originally aired on TV Tokyo, but due to what the network considered ""excessive violence"", only a few episodes, out of order, were ever shown. The channel WOWOW later picked up the series and aired the entire 26 episode run, in order.)",30,24-10-1998,2001-01-09 00:00:00,"['Action', 'Adventure', 'Anime', 'Science-Fiction']",Animation,Japanese,WOWOW,8.5
Silicon Valley,"In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. From Mike Judge comes this satire about a programmer whose game-changing algorithm becomes the subject of a valley-wide bidding war.",30,2014-06-04 00:00:00,2019-08-12 00:00:00,['Comedy'],Scripted,English,HBO,8.4
South Park,South Park is an adult comedy animation show centred around 4 children in the small town of south park. Its humour is often dark involving satirical elements and mocking current real-life events.,30,13-08-1997,,['Comedy'],Animation,English,Comedy Central,8.4
Endeavour,"The early days of a young Endeavour Morse, whose experiences as a detective constable with the Oxford City Police will ultimately shape his future.",120,2012-02-01 00:00:00,2023-12-03 00:00:00,"['Drama', 'Crime', 'Mystery']",Scripted,English,ITV1,8.4
Grimm,"Grimm is a drama series inspired by the classic Grimm Brothers' Fairy Tales. After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms"", he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.",60,28-10-2011,31-03-2017,"['Drama', 'Crime', 'Supernatural']",Scripted,English,NBC,8.4
Star Wars: The Clone Wars,The Clone Wars television series chronicles the events taking place during <i>Star Wars Episode II: Attack of the Clones</i> and <i>Star Wars Episode III: Revenge of the Sith</i>. The Clone Wars will ultimately lead to the downfall of the Jedi and the rise of the Galactic Empire.,30,2008-03-10 00:00:00,2020-04-05 00:00:00,"['Action', 'Adventure', 'Science-Fiction']",Animation,English,,8.4
Marvel's Daredevil,"Matt Murdock, a Marvel Comics hero who's a lawyer by day but fights the bad guys at night to avenge the murder of his father, a boxer. But what sets Matt apart from most superheroes isn't his back story it's his handicap. Matt is blind, the result of a childhood accident that removed his ability to see but gifted him with heightened senses of touch, taste, hearing and smell.",55,2015-10-04 00:00:00,19-10-2018,"['Drama', 'Action', 'Crime']",Scripted,English,,8.4
Black Sails,"1715. The Golden Age of Piracy. New Providence Island is a lawless territory, controlled by history's most notorious pirate captains. The most feared is Captain Flint.As the British Navy returns to redeem their land and exterminate Flint and his crew, another side of him emerges. Captain Flint aligns himself with Eleanor Guthrie, daughter of the local kingpin, to hunt the ultimate prize and ensure their survival.Many opponents stand in their way: rival captains, jealous of Flint's power; Eleanor's ambitious and intrusive father; and a young sailor recently recruited onto Flint's crew, John Silver, who constantly undermines his captain's agenda.",60,25-01-2014,2017-02-04 00:00:00,"['Drama', 'Action', 'Adventure']",Scripted,English,STARZ,8.4
Broadchurch,"David Tennant, Olivia Colman, Andrew Buchan and Jodie Whittaker, star in Broadchurch – a brand new powerful, thought provoking drama series by Kudos Film and Television for ITV.The sadness of losing a child consumes the family, Beth and Mark Latimer their daughter 15-year-old Chloe and Beth's mum Liz as they attempt to cope with their grief, everyday normal life and the abruptness of the unwarranted attention heaped upon them. Devastated by their loss, it's the most stressful and emotional time in their lives as they struggle to relate to their friends, neighbours, the church, the press, and the police.",60,2013-04-03 00:00:00,17-04-2017,"['Drama', 'Crime', 'Mystery']",Scripted,English,ITV1,8.4
The Unit,The Unit is a covert Special Forces team that does not exist. Their cover is the 303rd logistical studies group. They are assigned covert military operations by the President and never get credit for their actions. Their wives are also a tight group protecting their husbands. They protect their husband's secrets and maintain their cover.,60,2006-07-03 00:00:00,2009-10-05 00:00:00,"['Drama', 'Action', 'Crime']",Scripted,English,CBS,8.4
Blackadder,Comedy set in different historical periods that features the ill-fated exploits of the mean-spirited Edmund Blackadder and his dim sidekick Baldrick.,30,15-06-1983,1989-02-11 00:00:00,"['Comedy', 'History']",Scripted,English,BBC One,8.4
Longmire,"Longmire, a contemporary crime thriller set in Big Sky country, is based on the Walt Longmire Mystery novels by best-selling author Craig Johnson. It focuses on a Wyoming sheriff who's rebuilding his life and career following the death of his wife.",60,2012-03-06 00:00:00,17-11-2017,"['Drama', 'Thriller', 'Western']",Scripted,English,,8.4
Dexter,"He's smart, he's good looking, and he's got a great sense of humor. He's Dexter Morgan, everyone's favorite serial killer. As a Miami forensics expert, he spends his days solving crimes, and nights committing them. But Dexter lives by a strict code of honor that is both his saving grace and lifelong burden. Torn between his deadly compulsion and his desire for true happiness, Dexter is a man in profound conflict with the world and himself.",60,2006-01-10 00:00:00,22-09-2013,"['Drama', 'Crime', 'Mystery']",Scripted,English,Showtime,8.4
Black Books,"Black Books is a second-hand bookshop in London run by an Irishman named Bernard Black. He is probably the planet's worst-suited person to run such an establishment: he makes no effort to sell, closes at strange hours on a whim, is in a perpetual alcoholic stupor, abhors his customers (sometimes physically abusing them) and is often comatose at his desk. Help comes in the lumpy shape of Manny Bianco, a hairy, bumbling individual who (almost by osmosis) becomes Bernard's assistant. Manny is not exactly great at the job either but he is a million times better than Bernard. Next door is Fran, an anxious, frustrated woman who runs a sort of new-age shop selling the most unlikely bits of arty junk. Fran is friends with Bernard and, through him, with Manny; together the trio become embroiled in escapades that are sometimes extreme or violent or fantastically ludicrous, and always bizarre.",25,29-09-2000,15-04-2004,['Comedy'],Scripted,English,Channel 4,8.4
Warehouse 13,"After saving the life of the President, two Secret Service agents find themselves abruptly transferred to Warehouse 13 -- a massive, top-secret storage facility in windswept South Dakota that houses every strange artifact, mysterious relic, fantastical object and supernatural souvenir ever collected by the U.S. government. The Warehouse's caretaker Artie charges Pete and Myka with chasing down reports of supernatural and paranormal activity in search of new objects to cache at the Warehouse, as well as helping him to control the warehouse, itself. Rounding out the team is technology specialist Claudia and former ATF Steve Jinks.",60,2009-07-07 00:00:00,19-05-2014,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,Syfy,8.4
The Newsroom,"The Newsroom follows the members of a cable news team on their quixotic mission to do the news well in the face of a fickle audience, corporate mandates and tangled personal relationships.",60,24-06-2012,14-12-2014,['Drama'],Scripted,English,HBO,8.4
Star Trek: Deep Space Nine,"Star Trek: Deep Space Nine (DS9) focuses on the 24th century adventures of Captain Benjamin Sisko on space station Deep Space 9, an outpost situated near the mouth of a stable wormhole on the far reaches of explored space. Although Sisko commands Deep Space 9, the station actually belongs to the inhabitants of nearby Bajor, who requested Starfleet's protective presence after Bajoran freedom fighters put an end to the brutal Cardassian occupation of their world. Approximately a sixth of the station's 300 permanent residents are Starfleet personnel; there is also a sizable Bajoran militia presence. The rest of Deep Space 9's inhabitants are civilians, most of whom work in the station's Promenade, a kind of indoor marketplace. Initially, Sisko's mandate from Starfleet was to protect Bajor and the station from any hostiles who ventured into the area. But with the discovery of the nearby wormhole—a shortcut through space that leads directly to the uncharted Gamma quadrant—Sisko's mandate has expanded exponentially, as the region becomes the gateway to all manner of visitors, both friendly and extremely hostile.",60,1993-03-01 00:00:00,1999-02-06 00:00:00,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,Syndication,8.4
